node_id	cluster_id	degree
1033	bucket_11	5
1034	bucket_22	19
1035	bucket_0	23
1036	bucket_8	24
1037	bucket_0	19
1038	bucket_1	30
1039	bucket_0	22
1040	bucket_3	23
1041	bucket_7	19
1042	bucket_1	25
1043	bucket_1	18
1044	bucket_0	20
1045	bucket_0	26
1046	bucket_14	19
1047	bucket_0	25
1048	bucket_11	1
1049	bucket_5	4
1050	bucket_5	3
1051	bucket_1	27
1052	bucket_4	0
1053	bucket_0	29
1054	bucket_11	4
1055	bucket_0	21
1056	bucket_0	18
1057	bucket_0	30
1058	bucket_0	20
1059	bucket_5	3
1060	bucket_11	1
1061	bucket_0	20
1062	bucket_0	24
1063	bucket_5	27
1064	bucket_1	44
1065	bucket_0	32
1066	bucket_2	31
1067	bucket_3	24
1068	bucket_0	18
1069	bucket_3	20
1070	bucket_25	19
1071	bucket_0	17
1072	bucket_2	17
1073	bucket_3	23
1074	bucket_0	35
1075	bucket_5	6
1076	bucket_1	19
1077	bucket_0	110
1078	bucket_5	31
1079	bucket_5	195
1080	bucket_5	90
1081	bucket_24	21
1082	bucket_9	27
1083	bucket_4	2
1084	bucket_5	2
1085	bucket_5	4
1086	bucket_0	23
1087	bucket_5	55
1088	bucket_4	1
1089	bucket_2	19
1090	bucket_5	4
1091	bucket_0	20
1092	bucket_10	21
1093	bucket_14	29
1094	bucket_5	10
1095	bucket_0	28
1096	bucket_0	21
1097	bucket_12	19
1098	bucket_4	0
1099	bucket_5	41
1100	bucket_5	2
1101	bucket_12	24
1102	bucket_0	17
1103	bucket_7	23
1104	bucket_4	4
1105	bucket_0	21
1106	bucket_11	1
1107	bucket_10	23
1108	bucket_0	22
1109	bucket_0	25
1110	bucket_5	4
1111	bucket_3	19
1112	bucket_5	5
1113	bucket_9	29
1114	bucket_0	19
1115	bucket_5	412
1116	bucket_11	5
1117	bucket_8	26
1118	bucket_14	20
1119	bucket_4	4
1120	bucket_5	111
1121	bucket_5	37
1122	bucket_12	17
1123	bucket_5	2
1124	bucket_11	3
1125	bucket_0	16
1126	bucket_2	24
1127	bucket_0	34
1128	bucket_5	3
1129	bucket_0	21
1130	bucket_5	186
1131	bucket_0	34
1132	bucket_0	32
1133	bucket_5	6
1134	bucket_3	28
1135	bucket_14	21
1136	bucket_0	24
1137	bucket_1	31
1138	bucket_5	3
1139	bucket_7	25
1140	bucket_1	19
1141	bucket_4	1
1142	bucket_0	17
1143	bucket_0	21
1144	bucket_0	28
1145	bucket_5	3
